Product,Business Location,Unit Purchase Price,Selling Price,Current stock,Product Type,Category,Brand,Tax,SKU
K5 Bontale.,BEST PRICE SHOP,KSh 950,KSh 980,0 pieces,Single,,,,18700
K5+ Bontale.,BEST PRICE SHOP,"KSh 1,150","KSh 1,200",0 pieces,Single,,,,18702
K50 Kgtel,BEST PRICE SHOP,KSh 850,KSh 930,1 pieces,Single,,,,16964
K5212 Kg5212,BEST PRICE SHOP,"KSh 1,360","KSh 1,400",0 pieces,Single,,,,17784
K5212 Kgtel,BEST PRICE SHOP,"KSh 1,400","KSh 1,450",0 pieces,Single,,,,16960
K528 Kgtel,BEST PRICE SHOP,"KSh 1,450","KSh 1,500",0 pieces,Single,,,,18106
K5616,BEST PRICE SHOP,KSh 900,KSh 950,9 pieces,Single,,,,17152
K5617 Kgtel,BEST PRICE SHOP,KSh 850,KSh 950,65 pieces,Single,,,,18010
K5618 Kgtel.,BEST PRICE SHOP,KSh 850,KSh 950,23 pieces,Single,,,,18020
K5619 Kgtel.,BEST PRICE SHOP,KSh 850,KSh 950,99 pieces,Single,,,,18019
K5625 Kgtel,BEST PRICE SHOP,"KSh 1,350","KSh 1,450",0 pieces,Single,FEATURE PHONES,KGTEL,,16959
K5625 Samhe.,BEST PRICE SHOP,"KSh 1,000","KSh 1,050",-1 pieces,Single,FEATURE PHONES,SAMHE,,18183
K5625M Kgtel,BEST PRICE SHOP,KSh 950,KSh 980,0 pieces,Single,FEATURE PHONES,KGTEL,,24629
K5625M Kgtel,BEST PRICE SHOP,KSh 950,KSh 980,0 pieces,Single,FEATURE PHONES,KGTEL,,24917
K5626 Kgtel,BEST PRICE SHOP,"KSh 1,350","KSh 1,450",0 pieces,Single,FEATURE PHONES,KGTEL,,17785
K5626M Kgtel,,KSh 950,KSh 980,0 pieces,Single,FEATURE PHONES,KGTEL,,24628
K5626M Kgtel,BEST PRICE SHOP,KSh 950,KSh 980,0 pieces,Single,FEATURE PHONES,KGTEL,,24918
K6 Cctv Calus.,BEST PRICE SHOP,"KSh 1,900","KSh 2,000",2 pieces,Single,,,,18614
K60 Kgtel,BEST PRICE SHOP,KSh 850,KSh 900,0 pieces,Single,,,,17449
K6910 Kgtel,BEST PRICE SHOP,"KSh 2,050","KSh 2,100",0 pieces,Single,,,,17555
K70 Kgtel,BEST PRICE SHOP,KSh 850,KSh 930,0 pieces,Single,,,,17450
K7700 Kgtel,BEST PRICE SHOP,"KSh 2,250","KSh 2,300",3 pieces,Single,,,,18679
K8 Dispenser Vitrone,BEST PRICE SHOP,"KSh 4,000","KSh 4,500",4 pieces,Single,,,,17915
K80 Kgtel,BEST PRICE SHOP,KSh 850,KSh 900,0 pieces,Single,,,,17451
K8000 Kgtel.,BEST PRICE SHOP,"KSh 2,250","KSh 2,300",1 pieces,Single,,,,18681
K8800 Kgtel.,BEST PRICE SHOP,"KSh 2,350","KSh 2,400",37 pieces,Single,FEATURE PHONES,KGTEL,,18680
k9900,BEST PRICE SHOP,KSh 0,"KSh 2,100",4 pieces,Single,,,,17816
K9C Sonar Dispenser Cold/Hot.,BEST PRICE SHOP,"KSh 5,000","KSh 5,500",5 pieces,Single,,,,18305
Kamisafe km-7671,BEST PRICE SHOP,KSh 0,KSh 900,1 pieces,Single,,,,17144
KCB-901 Car Modulator.,BEST PRICE SHOP,KSh 300,KSh 350,0 pieces,Single,,,,18241
Kcb-906 Car Modulator.,BEST PRICE SHOP,KSh 350,KSh 400,0 pieces,Single,,,,18247
KE5[32+2] Spark Go Tecno,BEST PRICE SHOP,"KSh 10,020","KSh 10,200",0 pieces,Single,,,,17422
Kettle 0316 Lyons.,BEST PRICE SHOP,KSh 750,KSh 850,47 pieces,Single,KETTLE,AILYONS,,18597
Kettle 0317 Ailyons.,BEST PRICE SHOP,"KSh 1,500","KSh 1,600",14 pieces,Single,KETTLE,AILYONS,,18602
Kettle A85 Nunix,BEST PRICE SHOP,KSh 0,KSh 700,0 pieces,Single,,,,17265
Kettle Blue/Pink Sathiya,BEST PRICE SHOP,KSh 780,KSh 830,35 pieces,Single,,,,17565
Kettle Bm919-5 Sathiya,BEST PRICE SHOP,KSh 613,KSh 700,0 pieces,Single,,,,17131
Kettle Fk 0301,BEST PRICE SHOP,KSh 600,KSh 700,485 pieces,Single,KETTLE,AILYONS,,18296
Kettle Ft02 Sathiya,BEST PRICE SHOP,KSh 0,KSh 650,1 pieces,Single,,,,17132
Kettle Stainless Sathiya,BEST PRICE SHOP,KSh 748,KSh 800,30 pieces,Single,,,,17564
Kettle Tagwood.,BEST PRICE SHOP,KSh 650,KSh 750,0 pieces,Single,KETTLE,TAGWOOD,,18449
Kettle-0310 Ailyons.,BEST PRICE SHOP,KSh 820,KSh 900,248 pieces,Single,KETTLE,AILYONS,,18598
Keyboard,BEST PRICE SHOP,KSh 400,KSh 500,-7 pieces,Single,,,,17474
Kf61 [64+3] Spark7 Tecno,BEST PRICE SHOP,"KSh 12,620","KSh 12,800",0 pieces,Single,,,,16969
KF7J[64+4] Spark 7p Tecno,BEST PRICE SHOP,"KSh 13,820","KSh 14,000",0 pieces,Single,,,,17036
Kg 1000 Kgtel.,BEST PRICE SHOP,"KSh 1,150","KSh 1,200",50 pieces,Single,,,,18575
Kg5j{64+2}Spark 8C,BEST PRICE SHOP,"KSh 11,250","KSh 11,700",0 pieces,Single,,,,17852
Kg5k[64+4] Spark 8C.,BEST PRICE SHOP,"KSh 12,619","KSh 13,200",0 pieces,Single,,,,17706
KG5P{64+4} Spark 9,BEST PRICE SHOP,"KSh 12,856","KSh 13,650",3 pieces,Single,,,,16890
KG6[64+2] Spark 8 Tecno,BEST PRICE SHOP,"KSh 11,920","KSh 12,100",0 pieces,Single,,,,17357
Kg7h[128+4+] Spark 8p Tecno,BEST PRICE SHOP,"KSh 17,020","KSh 17,400",0 pieces,Single,,,,17533
Kg7h[64+4] Spark 8p Tecno.,BEST PRICE SHOP,"KSh 15,400","KSh 17,000",10 pieces,Single,SMART PHONES,TECNO,,17534
Kgtel Chargers,BEST PRICE SHOP,KSh 0,KSh 40,0 pieces,Single,,,,17129
KH6{128+4} Spark 9T Tecno.,BEST PRICE SHOP,"KSh 15,700","KSh 15,900",0 pieces,Single,,,,17974
KH6{64+4} Spark 9T Tecno.,BEST PRICE SHOP,"KSh 14,800","KSh 15,000",0 pieces,Single,,,,17975
KH7{128+4} Spark 9 pro Tecno.,BEST PRICE SHOP,"KSh 18,900","KSh 19,200",0 pieces,Single,,,,17976
KI5K 128/4 Tecno,CARLCARE,"KSh 15,200","KSh 16,500",0 pieces,Single,FEATURE PHONES,TECNO,,23077
KI5K 128+8 Spark 10C Tecno.,BEST PRICE SHOP,"KSh 16,400","KSh 16,700",21 pieces,Single,SMART PHONES,TECNO,,18471
KI5K{128+4} Spark 10C,BEST PRICE SHOP,"KSh 15,200","KSh 15,500",5 pieces,Single,SMART PHONES,TECNO,,18462
KI5Q {128+8} Spark 10.,BEST PRICE SHOP,"KSh 17,200","KSh 17,500",22 pieces,Single,SMART PHONES,TECNO,,18518
KI7 256/8 Spark 10 Pro Tecno.,BEST PRICE SHOP,"KSh 23,000","KSh 23,500",12 pieces,Single,SMART PHONES,TECNO,,18497
kI7{128+8} Spark 10 Pro.,BEST PRICE SHOP,"KSh 20,400","KSh 20,700",33 pieces,Single,SMART PHONES,TECNO,,18447
KI8 256/8 Spark 10 5g,BEST PRICE SHOP,"KSh 23,500","KSh 24,000",18 pieces,Single,SMART PHONES,TECNO,,25771
KidPad 1 64/2 Itel,BEST PRICE SHOP,"KSh 11,200","KSh 11,400",10 pieces,Single,SMART PHONES,ITEL,,27560
Kidpad 32+1 Itel Not for selling,BEST PRICE SHOP,"KSh 6,950","KSh 6,900",0 pieces,Single,,,,17532
Kidspad7 Pro [32+2] Xtigi,BEST PRICE SHOP,"KSh 7,500","KSh 7,700",6 pieces,Single,,,,17308
KJ5 128/4 Spark 20,BEST PRICE SHOP,"KSh 16,000","KSh 16,300",1 pieces,Single,SMART PHONES,TECNO,,27681
KJ5 256/8 Spark 20 Pro,BEST PRICE SHOP,"KSh 20,100","KSh 21,200",0 pieces,Single,SMART PHONES,TECNO,,27682
KJ5J{64+2} Spark 8c,BEST PRICE SHOP,"KSh 11,470","KSh 11,450",0 pieces,Single,,,,17948
Km 7717,BEST PRICE SHOP,KSh 0,KSh 200,-2 pieces,Single,,,,17821
Km-7771,BEST PRICE SHOP,KSh 830,KSh 880,0 pieces,Single,,,,17711
Km-H06U Kamisafe,BEST PRICE SHOP,KSh 250,KSh 300,0 pieces,Single,,,,17708
Km-H07U Kamisafe,BEST PRICE SHOP,KSh 350,KSh 400,10 pieces,Single,,,,17710
Kt110,BEST PRICE SHOP,"KSh 1,150","KSh 1,200",6 pieces,Single,,,,17782
Kw-1611 Speaker,BEST PRICE SHOP,KSh 350,KSh 400,0 pieces,Single,,,,17369
L1 Iphone Charger,BEST PRICE SHOP,KSh 300,KSh 350,99 pieces,Single,CHARGERS,FLAME,,29602
L1100 Bontale,BEST PRICE SHOP,KSh 900,KSh 950,0 pieces,Single,,,,18262
L125 Calus.,BEST PRICE SHOP,KSh 860,KSh 900,2 pieces,Single,,,,18230
L18 Itfly Phone,BEST PRICE SHOP,KSh 0,"KSh 1,750",0 pieces,Single,,,,17952
L200 Kgtel,BEST PRICE SHOP,KSh 0,KSh 950,0 pieces,Single,,,,17161
L300 Samhe,BEST PRICE SHOP,KSh 840,KSh 880,18 pieces,Single,FEATURE PHONES,SAMHE,,18367
L301 Luxus,BEST PRICE SHOP,KSh 750,KSh 790,0 pieces,Single,FEATURE PHONES,LUXUS,,18752
L600 Bontale.,BEST PRICE SHOP,KSh 900,KSh 930,0 pieces,Single,,,,18710
L700 Bontale.,BEST PRICE SHOP,KSh 900,KSh 950,0 pieces,Single,,,,16886
L8 Itfly,BEST PRICE SHOP,"KSh 1,600","KSh 1,650",27 pieces,Single,,,,17781
L8 Mini Speaker,BEST PRICE SHOP,KSh 500,KSh 550,0 pieces,Single,,,,17012
L800 Bontale,BEST PRICE SHOP,KSh 900,KSh 950,0 pieces,Single,,,,16885
L800 Itfly,BEST PRICE SHOP,"KSh 1,300","KSh 1,300",0 pieces,Single,,,,18112
L800 Kgtel,BEST PRICE SHOP,KSh 0,KSh 950,0 pieces,Single,,,,17198
L9 Minispeaker,BEST PRICE SHOP,KSh 500,KSh 550,0 pieces,Single,,,,16920
L900 Bontale,BEST PRICE SHOP,KSh 900,KSh 950,0 pieces,Single,,,,17199
Lapy Hp i5 500+4,BEST PRICE SHOP,"KSh 17,000","KSh 22,000",0 pieces,Single,,,,17276
LCD,BEST PRICE SHOP,KSh 0,KSh 100,0 pieces,Single,,,,16988
LE6[64+4] Pova Nea Tecno,BEST PRICE SHOP,"KSh 15,100","KSh 15,500",0 pieces,Single,,,,17512
LE7 [128+6]Pova 2 Tecno,BEST PRICE SHOP,"KSh 19,770","KSh 20,100",0 pieces,Single,,,,17358
Ledon Reachageable,BEST PRICE SHOP,KSh 180,KSh 220,0 pieces,Single,,,,17879
Level U,BEST PRICE SHOP,KSh 0,KSh 500,2 pieces,Single,,,,17465
LF7 {128+6} Pova 3 Tecno.,BEST PRICE SHOP,"KSh 19,164","KSh 20,164",3 pieces,Single,,,,18592
LG 1000W Hometheatre,BEST PRICE SHOP,"KSh 30,000","KSh 35,000",1 pieces,Single,,,,16902
LG 330W Hometheatre,BEST PRICE SHOP,"KSh 25,000","KSh 28,000",0 pieces,Single,,,,16903
Lg Dvd Not for selling,BEST PRICE SHOP,KSh 0,"KSh 1,950",0 pieces,Single,,,,17011
Lg/Sony Dvd,BEST PRICE SHOP,"KSh 1,500","KSh 1,600",4 pieces,Single,,,,17619
LG6n {128+6} Pova Neo 2.,BEST PRICE SHOP,"KSh 17,340","KSh 18,340",1 pieces,Single,FEATURE PHONES,TECNO,,18591
Lite 2 Itfly,BEST PRICE SHOP,"KSh 1,550","KSh 1,600",11 pieces,Single,,,,17810
Lnb Dstv Not for selling,BEST PRICE SHOP,KSh 0,KSh 400,0 pieces,Single,SATELITE,DSTV,,16940
Lnb Quadrable Not for selling,BEST PRICE SHOP,KSh 0,"KSh 1,400",0 pieces,Single,,,,17480
Lnb Televes Not for selling,BEST PRICE SHOP,KSh 0,KSh 300,0 pieces,Single,,,,17090
Lnb Zuku Not for selling,BEST PRICE SHOP,KSh 0,KSh 350,-1 pieces,Single,SATELITE,ZUKU,,16922
LNBS,BEST PRICE SHOP,KSh 190,KSh 300,66 pieces,Single,,,,17417
Ls 421A,BEST PRICE SHOP,"KSh 2,350","KSh 2,600",0 pieces,Single,,,,16927
Ls 421B,BEST PRICE SHOP,"KSh 1,750","KSh 2,000",-1 pieces,Single,,,,17010
Ls 421C,BEST PRICE SHOP,"KSh 1,650","KSh 1,850",0 pieces,Single,,,,17372
Ls 421D Tagwood.,BEST PRICE SHOP,"KSh 1,950","KSh 2,200",0 pieces,Single,,,,18103
Ls 521A,BEST PRICE SHOP,"KSh 3,100","KSh 3,300",0 pieces,Single,,,,17058
LS 521B,BEST PRICE SHOP,"KSh 2,800","KSh 3,050",0 pieces,Single,,,,16921
Ls 531A Tagwood.,BEST PRICE SHOP,"KSh 3,900","KSh 4,300",29 pieces,Single,WOOFERS,TAGWOOD,,18104
Ls 631A,BEST PRICE SHOP,KSh 0,"KSh 4,600",0 pieces,Single,,,,17373
Ls 631B Tagwood,BEST PRICE SHOP,"KSh 4,500","KSh 4,700",0 pieces,Single,,,,17581
Ls 631C,BEST PRICE SHOP,"KSh 4,500","KSh 4,700",0 pieces,Single,,,,17374
Ls 631D Tagwood,BEST PRICE SHOP,"KSh 4,500","KSh 4,800",8 pieces,Single,WOOFERS,TAGWOOD,,17323
Ls 631E Tagwood,BEST PRICE SHOP,"KSh 4,300","KSh 4,600",0 pieces,Single,WOOFERS,TAGWOOD,,17322
Ls 8113 Tagwood.,BEST PRICE SHOP,"KSh 3,400","KSh 3,600",9 pieces,Single,,,,18105
LTS 10A,BEST PRICE SHOP,"KSh 8,050","KSh 8,500",5 pieces,Single,SPEAKERS,TAGWOOD,,17197
LTS 12A,BEST PRICE SHOP,"KSh 9,300","KSh 9,800",36 pieces,Single,SPEAKERS,TAGWOOD,,17264
Lts 15A Tagwood,BEST PRICE SHOP,"KSh 12,900","KSh 13,500",-1 pieces,Single,SPEAKERS,TAGWOOD,,17207
Lu Chargers,BEST PRICE SHOP,KSh 130,KSh 150,0 pieces,Single,,,,17003
Lyons 3.1,BEST PRICE SHOP,"KSh 5,000","KSh 5,500",0 pieces,Single,,,,17883
Lyons ES-6104B Extensio,BEST PRICE SHOP,KSh 0,KSh 800,0 pieces,Single,,,,17468
M1,BEST PRICE SHOP,"KSh 2,200","KSh 2,350",0 pieces,Single,,,,17007
M1 Flame Charger,BEST PRICE SHOP,KSh 225,KSh 300,314 pieces,Single,,,,18406
M118 Maxfone,BEST PRICE SHOP,KSh 950,"KSh 1,000",0 pieces,Single,,,,18203
M128 Maxfone,BEST PRICE SHOP,KSh 950,KSh 980,0 pieces,Single,,,,18160
M18 Maxfone,BEST PRICE SHOP,KSh 930,KSh 960,0 pieces,Single,,,,18158
M181 Magnu,BEST PRICE SHOP,KSh 780,KSh 810,4 pieces,Single,FEATURE PHONES,MAGNU,,21855
M201 Momofly.,BEST PRICE SHOP,KSh 770,KSh 800,0 pieces,Single,,,,18253
M2160+ Momofly.,BEST PRICE SHOP,KSh 780,KSh 820,0 pieces,Single,,,,18362
M2173P Momofly,BEST PRICE SHOP,KSh 770,KSh 810,3 pieces,Single,FEATURE PHONES,MOMOFLY,,22547
M2220 Momofly,BEST PRICE SHOP,KSh 830,KSh 870,5 pieces,Single,FEATURE PHONES,MOMOFLY,,28398
M2230 Momofly,BEST PRICE SHOP,KSh 830,KSh 870,-11 pieces,Single,FEATURE PHONES,MOMOFLY,,28397
M22N Micro Usb Itel,BEST PRICE SHOP,KSh 80,KSh 100,505 pieces,Single,USB,ITEL,,28168
M2351 Momofly.,BEST PRICE SHOP,KSh 770,KSh 800,0 pieces,Single,,,,18461
M2370 Momofly,BEST PRICE SHOP,KSh 830,KSh 870,-1 pieces,Single,FEATURE PHONES,MOMOFLY,,28399
M262 Magnu,BEST PRICE SHOP,KSh 780,KSh 810,18 pieces,Single,FEATURE PHONES,MAGNU,,21857
M28 Maxfone,BEST PRICE SHOP,KSh 930,KSh 960,0 pieces,Single,,,,18162
M308 Maxfone,BEST PRICE SHOP,KSh 800,KSh 840,1 pieces,Single,FEATURE PHONES,MAXFONE,,18202
M310E Momofly,BEST PRICE SHOP,KSh 680,KSh 720,1 pieces,Single,FEATURE PHONES,MOMOFLY,,27982
M313 Momofly,BEST PRICE SHOP,KSh 750,KSh 790,-3 pieces,Single,FEATURE PHONES,MOMOFLY,,25916
M3610 Momofly,BEST PRICE SHOP,KSh 820,KSh 870,0 pieces,Single,,,,18229
M3620 Momofly,BEST PRICE SHOP,KSh 820,KSh 870,0 pieces,Single,,,,18227
M3630 Momofly,BEST PRICE SHOP,KSh 820,KSh 820,-1 pieces,Single,,,,18228
M408 Maxfone,BEST PRICE SHOP,KSh 800,KSh 840,0 pieces,Single,FEATURE PHONES,MAXFONE,,18159
M5051 Momofly,BEST PRICE SHOP,KSh 810,KSh 860,8 pieces,Single,,,,18399
M5052 Momofly,BEST PRICE SHOP,KSh 810,KSh 850,0 pieces,Single,,,,18326
M5081 Momofly,BEST PRICE SHOP,KSh 900,KSh 940,-5 pieces,Single,,,,20536
M5082 Momofly,BEST PRICE SHOP,KSh 900,KSh 950,0 pieces,Single,FEATURE PHONES,MOMOFLY,,22546
M5607 Momofly.,BEST PRICE SHOP,KSh 820,KSh 870,0 pieces,Single,,,,18226
M5609 Momofly,BEST PRICE SHOP,KSh 830,KSh 870,0 pieces,Single,,,,18224
M5623,BEST PRICE SHOP,KSh 820,KSh 860,0 pieces,Single,FEATURE PHONES,MOMOFLY,,28330
M568 Magnu,BEST PRICE SHOP,KSh 950,KSh 980,13 pieces,Single,FEATURE PHONES,MAGNU,,21854
M585 Magnu,BEST PRICE SHOP,KSh 950,KSh 980,28 pieces,Single,FEATURE PHONES,MAGNU,,21858
M68 Maxfone,BEST PRICE SHOP,KSh 900,KSh 940,-9 pieces,Single,FEATURE PHONES,MAXFONE,,18161
M7 Bontale.,BEST PRICE SHOP,"KSh 1,200","KSh 1,250",0 pieces,Single,,,,18713
M8210 Momofly,BEST PRICE SHOP,KSh 750,KSh 790,0 pieces,Single,,,,18467
M9 Car M odulator.,BEST PRICE SHOP,KSh 320,KSh 370,0 pieces,Single,,,,18242
M916 Magnu,BEST PRICE SHOP,"KSh 1,200","KSh 1,250",3 pieces,Single,FEATURE PHONES,MAGNU,,21859
M939 Magnu,BEST PRICE SHOP,"KSh 1,200","KSh 1,250",3 pieces,Single,FEATURE PHONES,MAGNU,,21860
Male Pins,BEST PRICE SHOP,KSh 0,KSh 12,-196 pieces,Single,,,,17150
Mate 8 64+4 Huawei,BEST PRICE SHOP,"KSh 7,700","KSh 7,900",7 pieces,Single,FEATURE PHONES,HUAWEI,,18723
Max10 Urbest,BEST PRICE SHOP,"KSh 1,050","KSh 1,100",37 pieces,Single,FEATURE PHONES,URBEST,,25120
Max20 Urbest,BEST PRICE SHOP,"KSh 1,050","KSh 1,100",41 pieces,Single,FEATURE PHONES,URBEST,,25119
Max6100 Samhe.,BEST PRICE SHOP,"KSh 1,230","KSh 1,280",25 pieces,Single,FEATURE PHONES,SAMHE,,18186
Max6200 Samhe.,BEST PRICE SHOP,"KSh 1,230","KSh 1,280",35 pieces,Single,FEATURE PHONES,SAMHE,,21482
Max6300 Samhe,BEST PRICE SHOP,"KSh 1,230","KSh 1,280",23 pieces,Single,FEATURE PHONES,SAMHE,,21483
Mem Copy,BEST PRICE SHOP,KSh 97,KSh 120,658 pieces,Single,MEMORY,,,17805
MERCY GUEST,BEST PRICE SHOP,KSh 0,KSh 0,1 pieces,Single,,,,17122
Microwave Ailyons,BEST PRICE SHOP,"KSh 7,400","KSh 8,000",3 pieces,Single,,,,17605
Mindy 40Mm Padlock,BEST PRICE SHOP,KSh 355,KSh 450,17 pieces,Single,,,,17844
Mindy 50Mm Padlock,BEST PRICE SHOP,KSh 402,KSh 550,2 pieces,Single,,,,17843
Mindy 60Mm Padlock,BEST PRICE SHOP,KSh 450,KSh 650,5 pieces,Single,,,,17842
Mk 3310 Samhe.,BEST PRICE SHOP,KSh 710,KSh 740,1 pieces,Single,,,,18533
Mk310 Momofly,BEST PRICE SHOP,KSh 680,KSh 710,0 pieces,Single,,,,18415
Mk310{T} Samhe.,BEST PRICE SHOP,KSh 680,KSh 710,142 pieces,Single,,,,18633
Mobile Rings,BEST PRICE SHOP,KSh 0,KSh 20,0 pieces,Single,,,,17154
Mobile Rings Btfl,BEST PRICE SHOP,KSh 0,KSh 50,0 pieces,Single,,,,17273
Modem,BEST PRICE SHOP,"KSh 1,000","KSh 1,200",4 pieces,Single,,,,17854
Modulator,BEST PRICE SHOP,KSh 0,KSh 200,0 pieces,Single,,,,17880
Monitor 19 Hp TFT.,BEST PRICE SHOP,"KSh 3,700","KSh 4,200",4 pieces,Single,,,,18347
Monkey Mk-4321,BEST PRICE SHOP,"KSh 2,400","KSh 2,600",0 pieces,Single,,,,17337
Monkey Mk-4322,BEST PRICE SHOP,"KSh 2,400","KSh 2,600",0 pieces,Single,,,,16951
Motorcycle Radio Big.Box,BEST PRICE SHOP,"KSh 1,100","KSh 1,200",9 pieces,Single,,,,18060
Motorcycle Radio Box Small,BEST PRICE SHOP,KSh 900,"KSh 1,000",39 pieces,Single,,,,18059
Mouse Brown Box,BEST PRICE SHOP,KSh 100,KSh 130,15 pieces,Single,,,,18132
Mp 421A,BEST PRICE SHOP,"KSh 2,300","KSh 2,500",5 pieces,Single,,,,17188
Mp 60 Polysonic,BEST PRICE SHOP,KSh 0,"KSh 2,500",4 pieces,Single,,,,17074
Mp 66 Polysonic,BEST PRICE SHOP,KSh 0,"KSh 2,600",-7 pieces,Single,,,,17069
MP74 Polysonic,BEST PRICE SHOP,KSh 0,"KSh 2,400",-19 pieces,Single,,,,17191
Mp76,BEST PRICE SHOP,KSh 0,"KSh 2,500",-34 pieces,Single,,,,17190
Mpesa Board,BEST PRICE SHOP,KSh 0,KSh 800,0 pieces,Single,,,,17260
Mpesa Board Big,BEST PRICE SHOP,KSh 0,"KSh 1,350",0 pieces,Single,,,,17427
MR96688 Radio,BEST PRICE SHOP,KSh 800,KSh 900,31 pieces,Single,,,,17904
Mr98883 Matrix Radio.,BEST PRICE SHOP,KSh 677,KSh 750,76 pieces,Single,,,,17987
Multifunction Solar light,BEST PRICE SHOP,KSh 0,KSh 550,0 pieces,Single,,,,17983
Music King,BEST PRICE SHOP,"KSh 2,300","KSh 2,350",0 pieces,Single,,,,18086
MW1025 Syninix Microwave,BEST PRICE SHOP,"KSh 11,000","KSh 12,000",0 pieces,Single,,SYNIX,,24449
MW720 Microwave,BEST PRICE SHOP,"KSh 7,000","KSh 8,000",-2 pieces,Single,,SYNIX,,24153
N100 Sbr Chloride Battery,BEST PRICE SHOP,"KSh 9,500","KSh 9,800",0 pieces,Single,BATTERYS,CHLORIDE,,17988
N100MFR Powerlast,BEST PRICE SHOP,"KSh 11,901","KSh 12,200",-3 pieces,Single,,,,17990
N120/12 Sbr pp Chloride Battery,BEST PRICE SHOP,"KSh 15,204","KSh 15,500",2 pieces,Single,BATTERYS,CHLORIDE,,17989
N120MF Powerlast,,"KSh 15,204","KSh 15,700",0 pieces,Single,BATTERYS,CHLORIDE,,30085
N120Mf Turbo,BEST PRICE SHOP,"KSh 14,795","KSh 15,200",0 pieces,Single,,,,17432
N150 MFL Powerlast Chloride Bat,BEST PRICE SHOP,"KSh 19,195","KSh 19,600",1 pieces,Single,BATTERYS,CHLORIDE,,17991
N150 Powerlast,BEST PRICE SHOP,"KSh 24,526","KSh 26,000",2 pieces,Single,,,,17633
N150 Sbr Chloride Exide,BEST PRICE SHOP,"KSh 14,192","KSh 15,900",1 pieces,Single,BATTERYS,CHLORIDE,,25069
N150 Turbo,BEST PRICE SHOP,"KSh 18,480","KSh 19,000",0 pieces,Single,,,,17404
N200 Mfr Powerlast,BEST PRICE SHOP,"KSh 26,119","KSh 27,000",0 pieces,Single,BATTERYS,CHLORIDE,,30086
N3310 Momofly,BEST PRICE SHOP,KSh 830,KSh 860,0 pieces,Single,,,,18365
N40 Turbo,BEST PRICE SHOP,"KSh 5,208","KSh 5,400",2 pieces,Single,,,,17401
N50 Sbr Chloride,BEST PRICE SHOP,"KSh 6,361","KSh 6,600",5 pieces,Single,BATTERYS,CHLORIDE,,17293
N50MFL Chloride Maxx,BEST PRICE SHOP,"KSh 6,230","KSh 6,450",8 pieces,Single,,CHLORIDE,,17292
N70 Chloride Maxx,BEST PRICE SHOP,"KSh 9,543","KSh 9,800",10 pieces,Single,CAR BATTERIES,CHLORIDE,,17124
N70 Sbr Chloride,BEST PRICE SHOP,"KSh 7,330","KSh 7,550",29 pieces,Single,BATTERYS,CHLORIDE,,17109
N70 Spark,BEST PRICE SHOP,"KSh 7,847","KSh 8,100",6 pieces,Single,BATTERYS,CHLORIDE,,17126
N70 Turbo,BEST PRICE SHOP,"KSh 8,450","KSh 8,650",0 pieces,Single,,,,17403
N701 Nemojo,BEST PRICE SHOP,KSh 750,KSh 780,8 pieces,Single,,,,18277
N702 Nemojo,BEST PRICE SHOP,KSh 750,KSh 780,0 pieces,Single,,,,18283
N703 Nemojo,BEST PRICE SHOP,KSh 750,KSh 780,1 pieces,Single,,,,18284
N704 Nemojo,BEST PRICE SHOP,KSh 750,KSh 780,2 pieces,Single,,,,18285
N705 Nemojo,BEST PRICE SHOP,KSh 750,KSh 780,0 pieces,Single,,,,18289
N706 Nemojo,BEST PRICE SHOP,KSh 750,KSh 780,13 pieces,Single,,,,18297
N70Mf Voltron,BEST PRICE SHOP,"KSh 7,365","KSh 7,600",4 pieces,Single,,,,17489
N70MFR Powerlast,BEST PRICE SHOP,"KSh 8,100","KSh 8,300",4 pieces,Single,,,,17992
Nancy Shop,BEST PRICE SHOP,"KSh 12,000","KSh 15,000",0 pieces,Single,,,,18299
Neelux 20W Floodlight,BEST PRICE SHOP,KSh 0,KSh 600,0 pieces,Single,,,,17824
Neelux 42-4000,BEST PRICE SHOP,KSh 390,KSh 430,-8 pieces,Single,,,,17099
Neelux 44-2000,BEST PRICE SHOP,KSh 0,KSh 250,-1 pieces,Single,,,,17825
Neelux 46-0700 Reachageable,BEST PRICE SHOP,KSh 200,KSh 250,102 pieces,Single,,,,17931
Neelux 47-0500,BEST PRICE SHOP,KSh 48,KSh 55,24 pieces,Single,,,,17162
Neelux 49-5000,BEST PRICE SHOP,KSh 0,KSh 600,7 pieces,Single,,,,16924
Neelux Coloured Bulbs,BEST PRICE SHOP,KSh 60,KSh 70,40 pieces,Single,,,,17928
Neon Ray,BEST PRICE SHOP,KSh 0,"KSh 4,100",0 pieces,Single,,,,17143
Neon Ray 2,BEST PRICE SHOP,"KSh 4,750","KSh 5,000",13 pieces,Single,,,,16929
Neon Ray 2 Super Energy,BEST PRICE SHOP,KSh 280,KSh 400,20 pieces,Single,PHONE BATTERIES,SUPERENERGY,,18330
Neon Ray Excelent,BEST PRICE SHOP,KSh 300,KSh 400,222 pieces,Single,PHONE BATTERIES,,,24448
Neon Ray Naked Battery,BEST PRICE SHOP,KSh 230,KSh 300,0 pieces,Single,,,,17066
Neon Ray Original Battery,BEST PRICE SHOP,KSh 240,KSh 300,16 pieces,Single,,,,17195
Neon Ray pro Battery.,BEST PRICE SHOP,KSh 240,KSh 300,0 pieces,Single,,,,17822
